device,hour,day,temperature,humidity,power,duration,energy
Smart Thermostat,17,31,22.12,27.94,2.8255,7.0212,0.019838
Smart Meter,4,18,22.54,70.44,1.8741,1.4552,0.002727
Smart Thermostat,12,20,40.13,55.02,2.592,6.5361,0.016942
Smart Thermostat,3,12,15.67,82.59,2.2384,0.9224,0.002065
EV Charger,1,23,33.81,84.39,51.9799,0.1024,0.005323
Smart Thermostat,15,4,34.58,23.86,3.3172,4.0641,0.013481
Smart Camera,8,23,37.58,77.44,9.3321,0.9418,0.008789
Health Monitor,8,16,41.31,22.64,1.0621,6.1096,0.006489
Wearable Device,5,23,41.34,45.7,0.3172,0.9624,0.000305
Agricultural Sensor,10,16,16.76,57.96,2.4507,3.6548,0.008957
Smart Meter,21,1,37.19,30.37,1.4815,0.8376,0.001241
Wearable Device,23,22,32.45,72.24,0.2395,0.9958,0.000238
Agricultural Sensor,21,25,32.48,20.58,3.2,6.3238,0.020236
Health Monitor,0,2,18.47,31.8,0.7256,0.569,0.000413
Health Monitor,3,30,32.56,60.66,0.9661,2.135,0.002063
Smart Meter,12,3,41.53,70.01,2.2978,7.3977,0.016998
Smart Meter,22,26,39.62,84.17,1.4865,5.5207,0.008207
Health Monitor,12,21,26.86,69.38,0.7021,6.5571,0.004604
Agricultural Sensor,12,25,16.08,67.02,2.7522,1.0109,0.002782
Smart Thermostat,1,20,24.78,47.6,2.653,0.8823,0.002341
Smart Lighting,8,17,37.31,20.09,5.2539,7.2169,0.037917
Industrial Sensor,23,20,33.94,28.41,10.2603,2.3497,0.024109
Wearable Device,7,22,27.4,57.42,0.3937,2.111,0.000831
EV Charger,6,21,16.49,67.26,52.2716,2.1875,0.114344
Wearable Device,3,30,26.53,49.22,0.2556,1.3989,0.000358
EV Charger,17,29,27.66,71.15,44.6513,0.502,0.022415
Agricultural Sensor,2,1,40.07,56.53,3.2688,2.5688,0.008397
EV Charger,5,20,32.31,25.19,56.2947,2.2347,0.125802
Smart Meter,11,6,23.41,33.44,1.8574,3.8852,0.007216
Smart Lighting,11,29,29.18,78.8,4.9895,7.2581,0.036214
Smart Lighting,20,15,16.78,70.74,6.7587,2.8057,0.018963
Smart Meter,7,26,41.26,82.63,1.8966,1.0201,0.001935
Smart Camera,21,26,24.72,28.23,7.5894,7.0451,0.053468
Agricultural Sensor,21,14,27.9,89.32,3.1194,6.4462,0.020108
Smart Camera,0,20,24.59,34.66,8.7616,1.7173,0.015046
Smart Camera,3,15,33.43,20.82,8.3455,0.5031,0.004199
Wearable Device,20,14,32.88,89.82,0.2751,1.8491,0.000509
Health Monitor,10,25,34.31,39.68,0.8162,5.3342,0.004354
Wearable Device,2,21,22.24,66.76,0.2219,1.3067,0.00029
Health Monitor,12,24,23.52,32.37,0.9491,6.7581,0.006414
Industrial Sensor,16,25,18.38,60.62,9.7387,7.6546,0.074546
EV Charger,21,26,32.7,83.28,35.7564,6.5145,0.232935
Health Monitor,21,5,16.07,42.41,0.8593,3.1326,0.002692
Smart Meter,9,6,31.14,66.92,2.2202,6.3806,0.014166
Wearable Device,20,17,38.48,33.15,0.391,2.9264,0.001144
Agricultural Sensor,11,11,39.05,63.74,3.5325,1.4701,0.005193
EV Charger,14,16,27.12,43.55,39.122,0.4138,0.016189
Industrial Sensor,20,12,27.4,34.78,14.2651,3.1972,0.045608
Health Monitor,9,15,17.08,41.92,0.8848,7.2881,0.006449
Industrial Sensor,13,23,33.11,32.52,11.0484,2.038,0.022517
Agricultural Sensor,12,4,37.17,83.13,4.3241,1.7815,0.007703
Smart Camera,4,27,21.61,47.8,6.6866,3.1546,0.021094
Smart Lighting,5,18,26.38,37.17,7.9726,0.169,0.001347
Agricultural Sensor,23,21,37.65,51.39,4.2472,2.5731,0.010928
Edge Gateway,1,28,38.68,42.44,30.6207,1.1055,0.033851
Agricultural Sensor,21,3,21.57,72.11,4.0673,0.4462,0.001815
Industrial Sensor,16,22,29.87,87.99,14.3334,7.4006,0.106076
Smart Meter,3,8,20.2,50.66,1.495,0.5313,0.000794
Wearable Device,13,23,17.75,80.27,0.289,4.5091,0.001303
Smart Meter,9,3,39.6,59.61,1.51,2.315,0.003496
Industrial Sensor,2,8,37.15,31.01,12.3456,0.296,0.003654
Wearable Device,2,18,35.52,68.34,0.372,0.2478,9.2e-05
Edge Gateway,14,10,16.32,55.94,23.1131,1.0629,0.024567
Smart Lighting,5,25,37.78,65.54,5.9673,0.3155,0.001883
EV Charger,16,20,26.83,82.28,49.5331,6.1584,0.305045
Industrial Sensor,11,17,24.24,50.83,14.9926,3.986,0.059761
Health Monitor,21,8,29.75,83.08,0.6283,2.8588,0.001796
Industrial Sensor,19,23,17.47,72.55,11.1554,3.4551,0.038543
Industrial Sensor,23,11,35.43,54.2,10.516,3.0255,0.031816
Wearable Device,10,29,30.73,62.23,0.3549,7.3449,0.002607
Smart Thermostat,3,5,20.04,42.79,1.9527,2.3515,0.004592
Agricultural Sensor,5,26,20.08,88.85,3.5308,2.8856,0.010188
Smart Thermostat,0,13,19.97,66.71,2.2118,1.1001,0.002433
Edge Gateway,19,21,16.54,23.07,20.4884,3.1608,0.06476
Health Monitor,22,23,30.87,42.86,1.0645,4.9983,0.005321
Smart Lighting,15,5,37.69,63.63,4.7879,5.0766,0.024306
Smart Camera,14,24,15.47,23.94,8.0684,3.9554,0.031914
Edge Gateway,16,27,16.32,21.67,17.9605,3.3152,0.059543
Smart Camera,7,13,30.46,51.5,8.9501,3.2063,0.028697
Smart Camera,11,6,37.13,43.29,9.338,6.6369,0.061975
Smart Lighting,21,29,23.82,50.68,5.5397,3.5863,0.019867
Smart Meter,20,5,24.44,38.39,1.4662,5.8956,0.008644
Smart Thermostat,9,9,31.1,31.53,2.4774,2.2795,0.005647
Industrial Sensor,14,27,22.4,68.24,13.4528,0.9413,0.012663
EV Charger,8,16,15.72,56.02,51.5054,2.9342,0.151127
Smart Camera,1,2,34.85,34.01,9.3929,1.3634,0.012806
Health Monitor,4,1,31.89,42.37,0.9003,0.1423,0.000128
Edge Gateway,5,8,30.68,61.43,22.0508,2.6647,0.058759
Smart Meter,6,28,35.03,25.06,1.7187,1.2251,0.002106
Smart Camera,20,19,33.23,30.32,7.389,4.7353,0.034989
Smart Meter,0,30,20.56,25.13,1.559,0.3237,0.000505
Smart Meter,22,11,24.52,76.86,1.5652,1.5325,0.002399
Smart Camera,6,28,18.4,72.67,8.591,2.9014,0.024926
Wearable Device,19,12,18.51,72.73,0.3108,4.9586,0.001541
Agricultural Sensor,11,12,33.26,70.14,4.3251,7.6572,0.033118
Health Monitor,15,7,38.18,66.86,0.7292,8.0,0.005834
Industrial Sensor,15,26,40.99,53.39,14.5047,3.0877,0.044786
Industrial Sensor,10,13,31.97,64.96,15.1797,2.5105,0.038109
Health Monitor,20,27,19.97,22.69,0.834,6.931,0.00578
Wearable Device,3,8,17.85,63.5,0.2572,3.2456,0.000835
Industrial Sensor,12,31,36.95,74.45,11.3777,5.1242,0.058302
Smart Meter,6,29,30.63,55.03,1.4107,2.6026,0.003671
Smart Lighting,3,29,31.69,45.03,5.7029,2.5603,0.014601
Edge Gateway,14,22,36.1,39.42,31.1308,2.9572,0.09206
Smart Thermostat,18,28,33.99,65.0,2.0046,4.6867,0.009395
Industrial Sensor,8,26,37.53,68.5,11.083,6.7311,0.074601
Health Monitor,10,30,16.52,80.97,0.8851,5.5861,0.004944
Smart Lighting,7,9,35.18,43.96,7.5802,0.1569,0.001189
Smart Camera,0,7,37.97,73.88,9.1307,1.154,0.010537
Agricultural Sensor,22,31,22.73,59.29,3.6417,1.2914,0.004703
Health Monitor,23,26,32.29,81.8,0.8031,0.8262,0.000664
Smart Meter,7,21,23.48,56.95,1.4883,2.9513,0.004392
Agricultural Sensor,12,24,40.87,56.23,3.3681,0.4415,0.001487
Edge Gateway,21,15,15.9,60.45,25.7888,1.8864,0.048648
Edge Gateway,3,2,30.65,72.45,33.4077,1.0682,0.035686
Wearable Device,7,23,19.5,87.53,0.2273,2.0394,0.000464
EV Charger,2,31,34.23,25.15,48.9277,1.7778,0.086984
Wearable Device,8,20,19.75,23.74,0.2725,1.8743,0.000511
Smart Lighting,1,25,21.36,85.63,6.1198,0.609,0.003727
Agricultural Sensor,1,12,28.35,57.09,2.4503,0.8383,0.002054
EV Charger,12,1,39.7,63.04,44.6705,4.12,0.184042
Smart Camera,14,23,20.72,53.77,10.1721,2.2923,0.023318
Smart Meter,22,22,18.89,26.56,1.8595,7.6361,0.014199
Agricultural Sensor,11,8,35.49,73.77,3.3874,3.8145,0.012921
Wearable Device,3,5,28.52,72.31,0.2771,0.2758,7.6e-05
Smart Thermostat,7,15,39.62,41.82,2.457,2.3945,0.005883
EV Charger,8,1,18.96,41.44,42.1007,2.7479,0.115689
EV Charger,22,1,32.44,78.65,57.5605,5.3126,0.305796
Smart Meter,4,25,21.29,25.07,2.3143,0.9735,0.002253
Industrial Sensor,23,31,19.23,81.68,11.6252,1.8936,0.022013
Edge Gateway,19,10,33.45,37.97,25.322,6.25,0.158262
Edge Gateway,17,22,31.03,61.51,31.9247,7.4813,0.238838
Smart Thermostat,10,10,35.38,85.52,2.6082,2.2129,0.005772
Smart Lighting,14,21,23.36,67.47,6.3368,2.7954,0.017714
Smart Lighting,21,15,27.1,49.01,5.3074,3.8177,0.020262
Smart Camera,8,17,25.95,68.27,10.0627,7.4747,0.075216
Agricultural Sensor,16,22,41.57,44.08,3.6536,7.271,0.026565
Health Monitor,11,6,22.89,39.41,0.9631,0.86,0.000828
Industrial Sensor,6,3,22.96,89.77,14.2528,0.5069,0.007225
Wearable Device,9,13,24.57,72.56,0.2592,4.0645,0.001054
Health Monitor,9,16,30.24,65.13,0.9541,0.9923,0.000947
Health Monitor,12,8,21.81,44.87,0.9536,2.8801,0.002746
EV Charger,18,30,39.71,23.44,45.6181,1.3222,0.060316
Smart Thermostat,10,15,22.17,22.17,2.0717,5.1747,0.01072
Edge Gateway,12,17,39.19,58.79,19.8408,7.651,0.151802
Smart Camera,20,17,17.79,73.34,8.2318,8.0,0.065854
Smart Lighting,7,22,32.73,57.62,5.9052,1.2758,0.007534
Smart Thermostat,7,26,39.49,78.85,2.8629,1.9829,0.005677
EV Charger,3,13,19.56,22.34,37.1886,2.7958,0.103972
Wearable Device,14,17,41.14,45.67,0.4047,1.078,0.000436
Smart Camera,10,6,27.23,36.59,7.6599,5.5976,0.042877
EV Charger,10,17,40.53,51.31,42.3611,3.3799,0.143176
Edge Gateway,0,16,33.27,25.07,26.6448,0.7414,0.019754
Edge Gateway,16,14,23.14,86.79,25.5953,3.3318,0.085278
Edge Gateway,14,13,20.08,35.63,21.106,0.7501,0.015832
Smart Thermostat,19,6,23.2,84.56,2.228,5.6437,0.012574
Smart Thermostat,5,3,17.51,49.81,2.0179,0.8887,0.001793
Smart Lighting,23,14,18.88,88.99,6.7633,1.074,0.007264
Smart Lighting,21,14,17.83,58.78,6.9025,1.1065,0.007638
Wearable Device,14,15,26.42,85.16,0.3058,6.9808,0.002135
Smart Camera,8,8,36.48,20.37,10.4416,4.0482,0.04227
Smart Meter,13,29,18.82,72.38,2.0464,4.67,0.009557
Smart Meter,17,15,18.52,83.21,1.4283,4.6485,0.006639
EV Charger,16,22,32.37,29.78,60.0,3.3929,0.203574
Edge Gateway,17,29,20.32,26.73,29.8726,1.671,0.049917
Smart Camera,4,27,17.64,49.72,7.0336,2.4446,0.017194
Health Monitor,19,13,19.5,85.36,0.6601,1.1537,0.000762
Smart Thermostat,19,17,39.94,57.97,2.1867,0.9706,0.002122
Agricultural Sensor,8,31,37.18,56.92,2.788,5.7601,0.016059
Industrial Sensor,10,21,24.56,29.88,14.1393,1.7998,0.025448
Wearable Device,23,24,32.71,20.06,0.3168,1.0594,0.000336
Edge Gateway,21,3,29.51,76.71,30.7242,3.9043,0.119956
Edge Gateway,0,28,33.28,26.13,30.7343,1.51,0.046409
Edge Gateway,17,6,33.43,64.37,28.5745,5.7478,0.164241
Smart Thermostat,5,5,31.98,84.02,2.9624,2.06,0.006103
Smart Thermostat,1,22,22.18,34.61,1.8472,2.1263,0.003928
Industrial Sensor,14,26,16.05,66.57,10.5729,5.791,0.061228
Health Monitor,20,17,27.3,25.51,0.903,2.4616,0.002223
Smart Camera,13,23,39.06,62.26,6.7778,2.6964,0.018276
Edge Gateway,4,25,30.38,31.48,19.4737,1.4741,0.028706
Smart Meter,5,2,37.47,71.52,2.3775,1.0616,0.002524
Smart Lighting,5,26,41.77,41.09,7.4419,3.2024,0.023832
Smart Meter,21,15,19.42,52.44,1.5664,6.581,0.010308
EV Charger,17,5,33.68,61.96,53.811,1.4508,0.078069
Smart Meter,13,26,33.21,31.99,2.2633,0.1942,0.00044
EV Charger,9,20,41.46,71.91,44.8623,0.488,0.021893
Agricultural Sensor,13,6,41.61,41.18,2.6372,2.0781,0.00548
Smart Lighting,12,6,33.54,66.37,8.0757,1.0529,0.008503
Smart Meter,2,27,21.58,31.08,1.6675,1.7753,0.00296
Agricultural Sensor,5,18,36.56,68.17,2.7159,2.8013,0.007608
Wearable Device,7,18,17.89,28.97,0.2977,2.4181,0.00072
Smart Camera,11,4,36.08,49.77,10.7101,1.8533,0.019849
Agricultural Sensor,12,17,39.58,37.3,2.9892,3.3045,0.009878
Smart Camera,10,25,25.34,72.39,7.6463,4.1624,0.031827
Smart Meter,11,14,32.03,38.34,1.6446,6.5506,0.010773
Health Monitor,0,14,26.61,81.72,1.0685,2.7416,0.002929
Agricultural Sensor,16,13,26.82,82.43,2.7626,7.3368,0.020269
Smart Lighting,15,7,23.38,33.75,6.4201,4.173,0.026791
Smart Meter,10,12,35.58,62.97,2.4383,5.6348,0.013739
Edge Gateway,12,23,40.28,26.14,22.24,1.0332,0.022978
Smart Thermostat,17,15,40.4,47.41,3.5378,4.6158,0.01633
Agricultural Sensor,10,19,19.72,69.93,4.0445,2.1147,0.008553
Smart Lighting,11,31,38.62,66.16,8.0925,3.5606,0.028814
Wearable Device,5,11,34.91,63.73,0.2727,2.0936,0.000571
Edge Gateway,8,15,21.83,39.78,27.389,2.1802,0.059713
Wearable Device,15,12,16.82,46.46,0.3417,0.5623,0.000192
Smart Meter,3,3,22.24,27.21,2.3454,0.1223,0.000287
Smart Thermostat,2,17,39.63,70.33,2.2704,0.16,0.000363
Agricultural Sensor,15,3,32.1,55.27,3.9501,0.216,0.000853
Agricultural Sensor,23,19,34.47,69.61,3.1492,0.4387,0.001382
Health Monitor,11,20,21.94,37.43,0.6636,2.042,0.001355
Health Monitor,10,4,34.42,42.71,0.828,1.8976,0.001571
Smart Meter,4,3,15.76,43.4,2.0723,3.2083,0.006649
Smart Meter,17,26,25.13,21.8,1.8255,2.5674,0.004687
Smart Thermostat,18,16,31.92,43.87,2.7338,1.1566,0.003162
Health Monitor,22,12,18.94,76.23,1.0289,4.4599,0.004589
Smart Lighting,22,8,37.22,82.81,6.2105,6.9279,0.043026
Smart Lighting,5,24,21.35,56.28,6.4922,2.2327,0.014495
Smart Thermostat,21,29,32.61,51.89,2.4787,2.489,0.006169
Smart Lighting,17,29,25.94,22.16,5.8531,4.5868,0.026847
EV Charger,5,17,31.09,81.54,53.3439,2.3489,0.125299
Smart Camera,3,7,17.9,20.91,10.5947,2.3908,0.02533
Smart Thermostat,11,11,15.46,86.13,2.52,5.4157,0.013648
Smart Thermostat,18,18,39.56,54.25,3.2026,7.0294,0.022512
Industrial Sensor,1,1,22.28,43.94,9.3665,2.8395,0.026596
Edge Gateway,16,3,37.13,84.7,22.9179,4.7236,0.108255
Edge Gateway,10,4,41.98,21.71,28.1191,3.5459,0.099708
EV Charger,10,13,20.71,60.7,33.0404,5.2184,0.172418
Health Monitor,20,6,22.16,58.43,0.7003,6.6139,0.004632
Smart Meter,15,26,32.9,35.35,1.9556,0.1947,0.000381
Smart Meter,1,14,41.07,50.02,1.4554,3.2247,0.004693
Wearable Device,1,5,39.73,65.66,0.2886,0.6679,0.000193
EV Charger,22,16,28.58,70.9,47.767,3.865,0.184619
Smart Thermostat,7,15,36.47,20.05,2.8505,2.8456,0.008111
EV Charger,12,15,18.67,85.58,56.0048,1.9278,0.107966
EV Charger,9,30,41.39,31.52,54.6005,3.9167,0.213854
EV Charger,7,4,41.04,36.35,47.8785,0.509,0.02437
Edge Gateway,3,8,19.42,38.44,31.3022,1.3384,0.041895
EV Charger,14,27,23.08,22.65,53.5903,1.5494,0.083033
Smart Camera,0,16,17.7,28.61,7.0142,1.2391,0.008691
Smart Meter,10,28,22.34,89.04,1.4491,3.1004,0.004493
Wearable Device,6,16,37.03,42.07,0.3623,3.2284,0.00117
Smart Camera,16,30,25.21,28.07,9.1016,8.0,0.072813
Wearable Device,19,4,17.39,27.49,0.3477,1.0568,0.000367
Industrial Sensor,23,13,24.24,70.36,14.0502,2.3841,0.033497
Wearable Device,17,26,41.5,79.82,0.3603,0.5588,0.000201
Smart Meter,21,28,32.0,37.99,2.4636,0.3885,0.000957
Smart Meter,21,13,26.24,21.46,1.9093,0.9821,0.001875
EV Charger,11,2,19.5,35.62,35.2397,7.7773,0.27407
Agricultural Sensor,8,31,41.63,23.96,4.2622,7.5828,0.032319
Industrial Sensor,4,3,37.16,27.24,11.3086,0.7028,0.007948
Smart Thermostat,9,22,22.6,50.21,2.9588,1.4272,0.004223
Smart Lighting,3,8,16.89,36.09,7.5042,0.8501,0.006379
Wearable Device,4,24,16.53,56.12,0.3303,1.7191,0.000568
Agricultural Sensor,9,15,18.25,37.74,3.3716,4.6507,0.01568
EV Charger,10,11,30.68,85.84,46.7992,1.9006,0.088947
Edge Gateway,20,31,40.08,83.42,25.6788,6.1273,0.157342
Smart Thermostat,23,9,28.41,59.68,2.4094,1.0682,0.002574
Health Monitor,9,7,37.76,44.81,0.9496,7.4348,0.00706
Agricultural Sensor,7,13,27.04,46.68,3.824,2.1652,0.00828
Edge Gateway,1,2,34.13,48.83,29.8144,1.4689,0.043794
Industrial Sensor,22,8,34.76,70.93,10.781,6.3903,0.068894
EV Charger,7,7,19.7,51.61,45.1335,2.6746,0.120714
Smart Thermostat,15,24,24.75,79.97,3.0127,2.4448,0.007365
Smart Thermostat,21,12,32.21,86.09,2.643,2.8337,0.007489
Smart Thermostat,4,19,16.91,43.52,2.5313,3.0476,0.007714
Industrial Sensor,2,7,24.76,59.25,14.3164,0.6106,0.008742
Wearable Device,11,10,29.44,26.65,0.3465,0.483,0.000167
Health Monitor,12,29,41.9,34.03,0.8518,3.737,0.003183
Industrial Sensor,12,25,27.81,48.94,15.4323,6.4796,0.099995
Smart Lighting,9,16,37.03,34.43,5.3148,6.2462,0.033197
Health Monitor,3,3,26.67,81.36,1.0707,2.9957,0.003207
Smart Meter,8,30,36.5,31.08,1.5412,4.3623,0.006723
EV Charger,21,10,31.08,51.9,34.6796,0.9405,0.032616
Industrial Sensor,23,6,38.94,62.4,16.251,1.9503,0.031694
Edge Gateway,22,18,26.1,68.43,22.2113,6.2993,0.139916
Health Monitor,1,18,31.32,46.81,0.966,0.3849,0.000372
Smart Lighting,18,5,32.01,80.84,7.5684,1.514,0.011459
Smart Meter,0,21,26.27,59.78,2.258,0.1288,0.000291
Wearable Device,6,29,18.9,50.77,0.3851,1.9659,0.000757
Edge Gateway,16,7,17.53,24.71,21.9481,7.1552,0.157043
Health Monitor,2,28,15.45,52.53,0.8819,2.2093,0.001948
EV Charger,19,2,38.59,77.45,38.8178,7.9081,0.306975
Edge Gateway,19,11,21.38,63.02,24.0295,0.648,0.015571
Smart Meter,20,30,20.71,78.25,2.1832,7.2837,0.015902
Edge Gateway,2,13,34.87,54.58,25.0984,2.6625,0.066824
Smart Camera,2,23,23.64,28.29,9.1849,1.083,0.009947
Agricultural Sensor,16,5,28.66,20.95,3.3784,7.8409,0.02649
Wearable Device,6,30,19.39,41.23,0.3266,0.9999,0.000327
Smart Meter,13,6,40.91,68.86,2.5557,7.1755,0.018338
Edge Gateway,16,24,37.99,75.32,20.5644,7.1079,0.14617
Agricultural Sensor,17,26,38.32,40.7,3.6827,6.1355,0.022595
Agricultural Sensor,12,29,25.98,54.7,4.016,4.6014,0.018479
Edge Gateway,19,14,35.58,49.48,26.955,1.098,0.029597
EV Charger,19,12,18.88,48.74,34.2346,4.3526,0.14901
Smart Camera,20,4,15.23,36.19,8.6442,2.9687,0.025662
Industrial Sensor,17,29,15.54,29.55,10.6813,6.4085,0.068451
Smart Camera,3,23,30.84,33.77,7.2669,2.4857,0.018063
Edge Gateway,0,6,27.3,23.87,31.3753,2.9675,0.093106
Wearable Device,17,10,28.99,33.87,0.3205,0.2672,8.6e-05
Industrial Sensor,0,18,15.2,20.64,14.7135,2.6468,0.038944
Smart Meter,12,15,26.41,63.91,2.2028,7.5639,0.016662
Smart Camera,19,8,34.39,42.15,10.2258,6.3855,0.065297
Edge Gateway,19,26,26.95,88.12,18.7265,1.1785,0.022069
Smart Camera,22,9,34.77,33.56,8.8466,0.7921,0.007007
Industrial Sensor,9,5,21.29,44.21,10.0722,0.3147,0.00317
Smart Lighting,10,10,36.95,45.05,8.127,5.1171,0.041587
Health Monitor,8,20,30.89,20.59,0.6937,5.1244,0.003555
Smart Camera,8,6,20.69,78.74,7.5476,7.9466,0.059978
Smart Meter,4,16,21.39,22.24,1.8451,1.3478,0.002487
Smart Meter,0,24,31.96,85.81,1.6668,1.1388,0.001898
Smart Thermostat,16,27,37.41,82.45,2.2928,5.083,0.011654
Smart Camera,21,31,26.22,57.49,9.3465,6.6723,0.062363
Health Monitor,1,3,21.97,58.05,0.6233,3.0502,0.001901
EV Charger,23,10,38.41,65.76,37.159,2.6279,0.09765
Agricultural Sensor,12,11,33.07,47.09,3.1937,3.5207,0.011244
Health Monitor,8,11,27.1,65.31,0.9417,5.1658,0.004865
Agricultural Sensor,3,17,28.17,23.13,3.4682,2.7959,0.009697
Agricultural Sensor,4,4,20.51,23.78,3.0916,1.6403,0.005071
Smart Lighting,10,31,31.92,52.01,6.6648,1.8618,0.012409
Smart Thermostat,23,4,24.69,58.47,2.3831,0.6263,0.001493
Health Monitor,18,17,41.88,82.15,1.1222,0.1512,0.00017
Health Monitor,20,9,27.96,27.33,0.6262,5.8241,0.003647
Smart Lighting,2,19,28.12,77.59,6.9284,0.4411,0.003056
Smart Camera,11,5,30.28,34.7,11.045,2.0763,0.022933
Smart Camera,18,22,39.75,47.59,11.0902,2.5032,0.027761
Smart Camera,18,24,36.62,42.16,7.6288,4.577,0.034917
Wearable Device,12,6,27.18,48.01,0.2771,3.2939,0.000913
Agricultural Sensor,6,3,34.4,30.53,3.8976,2.222,0.00866
Wearable Device,14,22,30.83,55.25,0.2436,0.5895,0.000144
Smart Thermostat,22,1,28.29,76.11,3.0973,1.1291,0.003497
Smart Lighting,6,20,20.19,50.91,6.8113,1.6675,0.011358
Health Monitor,7,22,27.53,54.34,0.948,1.1548,0.001095
Agricultural Sensor,4,16,21.64,79.41,2.51,1.0248,0.002572
Wearable Device,20,23,39.7,69.42,0.3749,0.6795,0.000255
Wearable Device,13,11,24.06,54.33,0.3405,7.2262,0.002461
Edge Gateway,3,13,40.71,38.04,33.1975,2.2761,0.075561
Wearable Device,22,27,29.39,81.94,0.2341,1.1108,0.00026
EV Charger,9,10,32.05,60.39,35.0701,0.6639,0.023283
Health Monitor,19,3,29.66,35.48,0.7855,7.8515,0.006167
EV Charger,14,9,18.49,38.84,35.9714,5.5313,0.198969
Health Monitor,17,28,25.15,76.22,0.8557,3.4479,0.00295
Smart Lighting,19,12,17.68,23.09,7.3998,5.6937,0.042132
Health Monitor,12,23,31.82,89.45,0.803,6.125,0.004918
EV Charger,7,14,27.07,29.12,56.3006,2.5547,0.143831
Health Monitor,8,1,36.01,75.72,0.6242,3.9252,0.00245
Smart Lighting,15,18,20.95,47.63,4.9266,3.5461,0.01747
Smart Lighting,18,17,19.44,54.46,4.4122,0.2371,0.001046
Smart Thermostat,15,27,25.97,81.65,2.3432,7.4698,0.017503
Health Monitor,6,9,40.02,48.9,1.0982,1.9965,0.002193
Edge Gateway,13,9,34.18,57.62,20.8286,1.7549,0.036552
Smart Camera,13,23,26.31,23.45,9.3877,7.4149,0.069609
Smart Meter,3,10,28.97,20.16,1.8465,2.9812,0.005505
Smart Lighting,14,19,17.27,37.14,7.4558,7.9646,0.059382
Industrial Sensor,2,29,41.58,67.64,10.5531,2.852,0.030097
Smart Camera,4,15,32.99,28.49,7.6424,3.243,0.024784
Agricultural Sensor,0,5,22.71,27.96,2.3917,0.8632,0.002065
Health Monitor,2,15,30.82,48.77,0.8197,2.7515,0.002255
EV Charger,14,20,17.96,65.35,39.1807,6.6519,0.260626
Smart Meter,23,23,41.08,69.85,2.4392,0.8198,0.002
Industrial Sensor,7,30,19.72,32.49,12.8027,0.4011,0.005135
Smart Camera,3,25,32.5,25.57,9.7208,3.185,0.030961
Health Monitor,1,28,21.63,85.83,0.8281,1.0254,0.000849
Smart Thermostat,23,2,34.37,38.25,2.0769,2.842,0.005903
Agricultural Sensor,23,13,35.97,79.73,3.3841,0.103,0.000349
Smart Meter,9,24,33.18,80.44,2.4924,0.3161,0.000788
Edge Gateway,3,16,31.59,74.08,31.8399,1.5622,0.04974
Smart Thermostat,2,15,39.1,31.82,3.3936,0.8443,0.002865
Industrial Sensor,1,25,17.12,77.53,14.1152,2.2699,0.03204
Smart Meter,16,10,23.93,73.85,1.4315,4.618,0.006611
Smart Thermostat,22,14,21.7,61.77,2.1464,0.7621,0.001636
Agricultural Sensor,20,10,41.68,43.6,2.5706,1.4348,0.003688
Edge Gateway,23,25,25.51,38.38,23.0125,1.3162,0.030289
Smart Thermostat,19,14,34.78,28.53,2.107,1.6163,0.003406
Wearable Device,22,26,33.49,55.68,0.3186,6.4086,0.002042
Edge Gateway,12,30,20.73,60.97,27.8561,3.437,0.095741
Industrial Sensor,4,23,21.45,45.15,14.7955,0.3852,0.005699
Agricultural Sensor,20,31,22.59,53.28,3.7347,3.9763,0.01485
Health Monitor,8,9,26.1,45.45,1.0405,0.8676,0.000903
EV Charger,21,25,21.33,64.87,34.0312,1.1686,0.039769
EV Charger,5,14,15.53,83.09,31.954,0.8472,0.027071
EV Charger,4,3,38.74,31.47,54.3774,2.8061,0.152588
Smart Meter,9,20,41.07,46.7,1.7711,7.4544,0.013202
Industrial Sensor,7,16,24.22,29.86,10.6206,2.701,0.028686
Agricultural Sensor,6,2,24.14,63.75,2.9767,1.1457,0.00341
Edge Gateway,6,10,15.19,71.02,21.3368,0.9509,0.020289
Smart Meter,5,3,33.37,85.23,1.9534,1.8253,0.003566
Industrial Sensor,20,11,37.29,39.52,12.7343,5.8526,0.074529
